GKZ	Gebiet	Wahlberechtigte	StimmenAbgegeben	StimmenGueltig	StimmenUngueltig	ÖVP	SPÖ	FPÖ	NEOS	JETZT	GRÜNE	KPÖ	WANDL	BZÖ	BIER	CPÖ	GILT	SLP
41713	Lenzing	3925	2415	2373	42	526	820	589	147	43	224	13	8	0	0	0	0	3
41714	Manning	654	429	421	8	193	75	62	14	6	67	3	1	0	0	0	0	0
41715	Mondsee	2600	1361	1348	13	585	152	207	140	19	234	5	6	0	0	0	0	0
41716	Neukirchen an der Vöckla	2111	1485	1450	35	622	251	288	82	24	167	8	8	0	0	0	0	0
41717	Niederthalheim	841	583	564	19	256	63	106	52	7	76	0	4	0	0	0	0	0
41718	Nußdorf am Attersee	894	503	498	5	251	50	93	52	5	44	1	2	0	0	0	0	0
41719	Oberhofen am Irrsee	1248	813	801	12	424	116	120	51	9	73	5	3	0	0	0	0	0
41720	Oberndorf bei Schwanenstadt	1097	750	732	18	249	158	186	54	8	72	3	2	0	0	0	0	0
41721	Oberwang	1377	855	838	17	531	44	182	30	8	37	4	2	0	0	0	0	0
41722	Ottnang am Hausruck	3037	1925	1875	50	635	434	456	111	27	191	10	11	0	0	0	0	0
41723	Pfaffing	1185	799	776	23	333	154	143	44	10	87	1	4	0	0	0	0	0
41724	Pilsbach	521	361	358	3	158	92	44	19	4	40	0	1	0	0	0	0	0
41725	Pitzenberg	448	295	289	6	130	43	56	11	2	45	1	0	0	0	0	0	1
41726	Pöndorf	1878	1175	1153	22	589	194	251	31	17	64	4	3	0	0	0	0	0
41727	Puchkirchen am Trattberg	814	517	501	16	225	81	75	38	9	67	4	2	0	0	0	0	0
41728	Pühret	496	341	327	14	128	59	72	22	5	39	0	2	0	0	0	0	0
41729	Redleiten	401	265	255	10	94	46	82	10	1	21	0	1	0	0	0	0	0
41730	Redlham	1293	859	838	21	278	189	172	65	12	112	7	3	0	0	0	0	0
41731	Regau	5020	3391	3338	53	1161	702	723	195	63	462	16	14	0	0	0	0	2
41732	Rüstorf	1678	1034	1012	22	325	248	229	72	8	119	8	3	0	0	0	0	0
41733	Rutzenham	222	168	167	1	82	13	26	10	5	27	3	0	0	0	0	0	1
41734	St. Georgen im Attergau	3173	1919	1892	27	816	249	437	130	27	218	10	5	0	0	0	0	0
41735	St. Lorenz	1890	1122	1100	22	597	86	163	94	17	130	5	8	0	0	0	0	0
41736	Schlatt	1093	651	635	16	272	122	111	38	10	79	1	2	0	0	0	0	0
41737	Schörfling am Attersee	2695	1561	1543	18	487	366	275	120	22	254	5	13	0	0	0	0	1
41738	Schwanenstadt	2967	1824	1794	30	547	450	399	108	25	245	9	10	0	0	0	0	1
41739	Seewalchen am Attersee	4514	2817	2755	62	905	591	484	240	69	436	18	11	0	0	0	0	1
41740	Steinbach am Attersee	679	422	414	8	216	71	42	26	2	56	1	0	0	0	0	0	0
41741	Straß im Attergau	1164	693	681	12	336	75	158	45	5	56	1	5	0	0	0	0	0
41742	Tiefgraben	2967	1641	1618	23	865	142	236	158	10	195	3	9	0	0	0	0	0
41743	Timelkam	4414	2776	2724	52	909	712	454	181	50	394	10	13	0	0	0	0	1
41744	Ungenach	1178	854	838	16	386	104	151	46	13	132	0	6	0	0	0	0	0
41745	Unterach am Attersee	1179	615	611	4	292	113	82	42	7	73	1	1	0	0	0	0	0
41746	Vöcklabruck	8994	5229	5163	66	1621	1248	859	387	99	881	41	26	0	0	0	0	1
41747	Vöcklamarkt	3812	2434	2383	51	996	387	478	160	37	301	9	13	0	0	0	0	2
41748	Weißenkirchen im Attergau	771	503	499	4	274	49	113	19	4	36	3	1	0	0	0	0	0
41749	Weyregg am Attersee	1275	758	747	11	313	122	106	85	10	109	1	1	0	0	0	0	0
41750	Wolfsegg am Hausruck	1518	929	913	16	344	238	142	44	14	116	12	2	0	0	0	0	1
41751	Zell am Moos	1229	718	713	5	373	65	140	59	7	64	3	2	0	0	0	0	0
41752	Zell am Pettenfirst	1010	680	670	10	283	101	104	56	10	106	7	3	0	0	0	0	0
41799	Wahlkarten - Vöcklabruck	0	16169	15986	183	5817	3007	2105	1529	275	3031	96	122	0	0	0	0	4
41800	Wels-Land	54787	43501	42885	616	15556	8704	9025	3502	610	5104	180	192	0	0	0	0	12
41801	Aichkirchen	452	311	308	3	164	20	65	25	6	25	0	3	0	0	0	0	0
41802	Bachmanning	511	331	324	7	130	68	67	12	4	41	2	0	0	0	0	0	0
41803	Bad Wimsbach-Neydharting	2017	1326	1304	22	583	252	228	85	11	130	6	8	0	0	0	0	1
41804	Buchkirchen	3299	2114	2081	33	698	508	424	156	41	235	9	9	0	0	0	0	1
41805	Eberstalzell	2054	1371	1350	21	638	127	336	93	12	122	12	10	0	0	0	0	0
41806	Edt bei Lambach	1750	1129	1109	20	438	226	242	71	18	105	7	1	0	0	0	0	1
41807	Fischlham	1091	723	707	16	312	120	140	60	7	63	3	1	0	0	0	0	1
41808	Gunskirchen	4639	3022	2979	43	1120	648	637	224	41	287	9	13	0	0	0	0	0
41809	Holzhausen	758	490	488	2	179	94	101	48	8	57	0	1	0	0	0	0	0
41810	Krenglbach	2470	1626	1600	26	567	353	318	148	11	193	8	1	0	0	0	0	1
41811	Lambach	2371	1306	1295	11	437	314	281	86	21	144	5	7	0	0	0	0	0
41812	Marchtrenk	9807	6249	6130	119	1657	1798	1445	435	109	624	31	28	0	0	0	0	3
41813	Neukirchen bei Lambach	729	464	455	9	204	69	97	37	5	38	5	0	0	0	0	0	0
41814	Offenhausen	1274	866	854	12	358	105	217	62	6	100	5	1	0	0	0	0	0
41815	Pennewang	722	486	481	5	253	34	100	33	4	53	2	2	0	0	0	0	0
41816	Pichl bei Wels	2209	1516	1493	23	548	283	330	107	20	195	2	8	0	0	0	0	0
41817	Sattledt	1972	1277	1260	17	477	235	318	122	23	77	4	4	0	0	0	0	0
41818	Schleißheim	1053	717	702	15	273	120	132	82	11	80	1	3	0	0	0	0	0
41819	Sipbachzell	1575	1091	1078	13	490	152	226	83	11	107	5	4	0	0	0	0	0
41820	Stadl-Paura	3593	2053	2019	34	571	503	548	103	30	237	16	11	0	0	0	0	0
41821	Steinerkirchen an der Traun	1855	1276	1259	17	641	111	243	100	9	147	4	3	0	0	0	0	1
41822	Steinhaus	1716	1073	1063	10	422	158	298	84	10	88	1	2	0	0	0	0	0
41823	Thalheim bei Wels	4218	2630	2610	20	919	464	477	264	50	414	14	7	0	0	0	0	1
41824	Weißkirchen an der Traun	2652	1789	1767	22	681	359	344	152	30	188	9	4	0	0	0	0	0
41899	Wahlkarten - Wels-Land	0	8265	8169	96	2796	1583	1411	830	112	1354	20	61	0	0	0	0	2
50000	Salzburg	395640	302123	298325	3798	138349	48800	40830	25153	4274	37624	1888	1407	0	0	0	0	0
50099	Wahlkarten - Salzburg (ungültig nicht zuordenbar)	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
5A000	Salzburg Stadt	99178	69940	69274	666	25321	12720	7771	6914	1491	13777	871	409	0	0	0	0	0
5A099	Wahlkarten - Salzburg Stadt	0	460	457	3	124	47	26	83	17	156	0	4	0	0	0	0	0
5B000	Flachgau/Tennengau	157803	124505	122897	1608	58656	17407	16687	11047	1730	16017	697	656	0	0	0	0	0
5B099	Wahlkarten - Flachgau/Tennengau	0	459	453	6	119	70	46	71	11	123	7	6	0	0	0	0	0
5C000	Lungau/Pinzgau/Pongau	138659	107676	106154	1522	54372	18673	16372	7192	1053	7830	320	342	0	0	0	0	0
5C099	Wahlkarten - Lungau/Pinzgau/Pongau	0	292	289	3	92	31	36	49	4	73	1	3	0	0	0	0	0
50100	Salzburg Stadt	99178	69480	68817	663	25197	12673	7745	6831	1474	13621	871	405	0	0	0	0	0
50101	Salzburg	99178	51873	51326	547	18887	9931	6443	4672	1205	9242	664	282	0	0	0	0	0
50199	Wahlkarten - Salzburg Stadt	0	17607	17491	116	6310	2742	1302	2159	269	4379	207	123	0	0	0	0	0
50200	Hallein	43516	34254	33737	517	15913	5855	4298	2742	495	4080	207	147	0	0	0	0	0
50201	Abtenau	4467	3172	3114	58	1870	501	318	196	29	189	5	6	0	0	0	0	0
50202	Adnet	2824	2022	1981	41	1073	287	230	141	31	203	7	9	0	0	0	0	0
50203	Annaberg-Lungötz	1715	1249	1236	13	759	194	173	50	7	49	3	1	0	0	0	0	0
50204	Golling an der Salzach	3044	2057	2026	31	894	398	278	186	33	217	14	6	0	0	0	0	0
50205	Hallein	13971	8477	8348	129	3046	2047	1267	635	163	1069	78	43	0	0	0	0	0
50206	Krispl	688	530	522	8	315	75	90	16	3	22	1	0	0	0	0	0	0
50207	Kuchl	5490	3681	3626	55	1854	460	447	319	57	450	24	15	0	0	0	0	0
50208	Oberalm	3288	2174	2145	29	929	323	291	199	28	353	13	9	0	0	0	0	0
50209	Puch bei Hallein	3394	2136	2106	30	1039	302	238	194	37	271	19	6	0	0	0	0	0
50210	Rußbach am Paß Gschütt	627	453	445	8	239	97	55	24	1	23	4	2	0	0	0	0	0
50211	Sankt Koloman	1341	1031	1011	20	688	75	143	47	11	37	6	4	0	0	0	0	0
50212	Scheffau am Tennengebirge	1101	800	782	18	476	91	111	53	3	36	8	4	0	0	0	0	0
50213	Bad Vigaun	1566	1124	1102	22	578	136	169	88	13	111	2	5	0	0	0	0	0
50299	Wahlkarten - Hallein	0	5348	5293	55	2153	869	488	594	79	1050	23	37	0	0	0	0	0
50300	Salzburg-Umgebung	114287	89792	88707	1085	42624	11482	12343	8234	1224	11814	483	503	0	0	0	0	0
50301	Anif	3075	1891	1869	22	921	194	245	192	26	274	7	10	0	0	0	0	0
50302	Anthering	2853	1935	1912	23	1040	202	195	164	26	266	9	10	0	0	0	0	0
50303	Bergheim	4002	2554	2524	30	1266	295	309	234	36	363	12	9	0	0	0	0	0
50304	Berndorf bei Salzburg	1388	903	887	16	460	115	142	73	13	78	3	3	0	0	0	0	0
50305	Bürmoos	3669	2367	2323	44	691	720	373	172	45	278	18	26	0	0	0	0	0
50306	Dorfbeuern	1205	850	838	12	490	85	113	67	7	73	1	2	0	0	0	0	0
50307	Ebenau	1100	757	747	10	420	78	116	54	10	64	2	3	0	0	0	0	0
50308	Elixhausen	2351	1538	1523	15	784	226	157	134	20	186	7	9	0	0	0	0	0
50309	Elsbethen	4253	2751	2726	25	1308	322	309	302	32	421	23	9	0	0	0	0	0
50310	Eugendorf	5319	3482	3438	44	1735	402	518	281	48	413	18	23	0	0	0	0	0
50311	Faistenau	2385	1662	1644	18	827	142	403	109	25	120	11	7	0	0	0	0	0
50312	Fuschl am See	1105	736	730	6	395	68	106	68	3	84	4	2	0	0	0	0	0
50313	Göming	613	476	473	3	267	36	64	34	5	66	0	1	0	0	0	0	0
50314	Grödig	5115	3216	3169	47	1347	677	408	280	50	361	21	25	0	0	0	0	0
50315	Großgmain	1821	1104	1090	14	487	131	220	85	16	141	6	4	0	0	0	0	0
50316	Hallwang	3274	2057	2034	23	967	258	256	184	28	310	19	12	0	0	0	0	0
50317	Henndorf am Wallersee	3739	2388	2363	25	1124	303	397	216	28	267	13	15	0	0	0	0	0
50318	Hintersee	358	250	248	2	156	35	33	13	2	8	0	1	0	0	0	0	0
50319	Hof bei Salzburg	2687	1691	1675	16	849	190	242	144	28	206	10	6	0	0	0	0	0
50320	Köstendorf	2085	1385	1368	17	756	140	197	123	28	115	4	5	0	0	0	0	0
50321	Koppl	2733	1784	1749	35	842	188	222	205	26	244	4	18	0	0	0	0	0
50322	Lamprechtshausen	2899	1982	1945	37	933	264	319	153	36	216	13	11	0	0	0	0	0
50323	Mattsee	2511	1627	1607	20	841	165	161	179	19	227	7	8	0	0	0	0	0
50324	Neumarkt am Wallersee	4526	2706	2663	43	1140	437	477	199	48	337	9	16	0	0	0	0	0
50325	Nußdorf am Haunsberg	1870	1289	1269	20	697	155	157	88	21	141	5	5	0	0	0	0	0
50326	Oberndorf bei Salzburg	4068	2455	2427	28	1026	475	312	195	34	356	20	9	0	0	0	0	0
50327	Obertrum am See	3683	2528	2498	30	1378	213	316	221	40	308	11	11	0	0	0	0	0
50328	Plainfeld	978	690	684	6	387	65	95	59	8	62	3	5	0	0	0	0	0
50329	Sankt Georgen bei Salzburg	2363	1674	1649	25	847	243	254	111	13	159	12	10	0	0	0	0	0
50330	Sankt Gilgen	2881	1647	1634	13	858	207	242	147	17	153	6	4	0	0	0	0	0
50331	Schleedorf	841	593	587	6	311	44	127	38	8	56	3	0	0	0	0	0	0
50332	Seeham	1483	945	932	13	518	76	128	94	9	95	7	5	0	0	0	0	0
50335	Straßwalchen	5500	3772	3700	72	1955	500	648	235	35	305	9	13	0	0	0	0	0
50336	Strobl	2832	1759	1730	29	856	252	252	143	15	195	10	7	0	0	0	0	0
50337	Thalgau	4633	2912	2859	53	1497	284	486	259	30	278	9	16	0	0	0	0	0
50338	Wals-Siezenheim	10031	6461	6382	79	3111	732	988	575	104	798	44	30	0	0	0	0	0
50339	Seekirchen am Wallersee	8058	5242	5188	54	2370	577	785	478	78	853	23	24	0	0	0	0	0
50399	Wahlkarten - Salzburg-Umgebung	0	15733	15623	110	6767	1986	1571	1926	207	2937	100	129	0	0	0	0	0
50400	Sankt Johann im Pongau	58389	45705	45024	681	22991	8273	6953	2950	423	3150	154	130	0	0	0	0	0
50401	Altenmarkt im Pongau	3106	1971	1939	32	1152	184	296	145	14	143	4	1	0	0	0	0	0
50402	Bad Hofgastein	4973	3099	3054	45	1557	648	471	177	25	165	3	8	0	0	0	0	0
50403	Bad Gastein	2699	1704	1664	40	777	327	339	98	20	92	6	5	0	0	0	0	0
50404	Bischofshofen	7434	4552	4471	81	1797	1324	777	207	63	277	16	10	0	0	0	0	0
50405	Dorfgastein	1284	924	911	13	525	162	112	57	8	44	3	0	0	0	0	0	0
50406	Eben im Pongau	1723	1220	1199	21	705	142	209	68	8	58	4	5	0	0	0	0	0
50407	Filzmoos	1019	716	705	11	481	50	102	44	3	19	6	0	0	0	0	0	0
50408	Flachau	2088	1510	1488	22	908	129	268	97	5	75	2	4	0	0	0	0	0
50409	Forstau	437	326	325	1	201	42	54	21	1	5	1	0	0	0	0	0	0
50410	Goldegg	2006	1334	1305	29	689	188	222	98	4	99	3	2	0	0	0	0	0
50411	Großarl	2853	2036	2001	35	1346	284	189	87	5	85	1	4	0	0	0	0	0
50412	Hüttau	1058	732	710	22	402	100	153	24	8	21	1	1	0	0	0	0	0
50413	Hüttschlag	703	522	515	7	351	74	49	15	2	21	2	1	0	0	0	0	0
50414	Kleinarl	600	430	426	4	277	55	51	19	2	19	2	1	0	0	0	0	0
50415	Mühlbach am Hochkönig	1129	728	720	8	344	214	97	24	7	28	4	2	0	0	0	0	0
50416	Pfarrwerfen	1830	1235	1219	16	731	159	173	70	6	74	3	3	0	0	0	0	0
50417	Radstadt	3321	2022	1997	25	1038	255	442	120	17	118	4	3	0	0	0	0	0
50418	Sankt Johann im Pongau	7895	5003	4934	69	2398	820	839	383	62	406	15	11	0	0	0	0	0
50419	Sankt Martin am Tennengebirge	1267	864	850	14	507	144	92	56	2	45	4	0	0	0	0	0	0
50420	Sankt Veit im Pongau	2944	2078	2033	45	1095	378	264	120	20	144	8	4	0	0	0	0	0
50421	Schwarzach im Pongau	2523	1516	1487	29	428	629	209	76	23	105	11	6	0	0	0	0	0
50422	Untertauern	326	159	159	0	99	17	32	5	1	5	0	0	0	0	0	0	0
50423	Wagrain	2215	1388	1361	27	783	159	252	79	12	67	6	3	0	0	0	0	0
50424	Werfen	2240	1433	1412	21	600	345	265	88	16	83	7	8	0	0	0	0	0
50425	Werfenweng	716	473	468	5	252	18	130	30	5	32	1	0	0	0	0	0	0
50499	Wahlkarten - Sankt Johann im Pongau	0	7730	7671	59	3548	1426	866	742	84	920	37	48	0	0	0	0	0
50500	Tamsweg	16110	12548	12384	164	6454	1820	2496	700	105	730	36	43	0	0	0	0	0
50501	Göriach	300	191	187	4	114	24	33	7	2	7	0	0	0	0	0	0	0
50502	Lessach	451	312	309	3	200	29	54	15	2	9	0	0	0	0	0	0	0
50503	Mariapfarr	1929	1134	1119	15	621	156	178	76	12	70	2	4	0	0	0	0	0
50504	Mauterndorf	1236	818	806	12	466	109	135	42	4	43	5	2	0	0	0	0	0
50505	Muhr	414	286	282	4	166	46	62	2	2	4	0	0	0	0	0	0	0
50506	Ramingstein	895	540	532	8	236	136	125	17	2	14	2	0	0	0	0	0	0
50507	Sankt Andrä im Lungau	631	390	384	6	224	50	88	7	3	11	1	0	0	0	0	0	0
50508	Sankt Margarethen im Lungau	537	373	366	7	184	67	78	18	1	16	2	0	0	0	0	0	0
50509	Sankt Michael im Lungau	2737	1698	1679	19	827	295	351	91	23	81	5	6	0	0	0	0	0
50510	Tamsweg	4529	2510	2468	42	1225	335	577	138	19	150	8	16	0	0	0	0	0
50511	Thomatal	276	190	184	6	80	21	58	14	2	9	0	0	0	0	0	0	0
50512	Tweng	172	82	81	1	46	12	14	5	1	2	1	0	0	0	0	0	0
50513	Unternberg	798	534	528	6	282	66	116	28	8	23	2	3	0	0	0	0	0
50514	Weißpriach	243	159	158	1	94	28	27	4	0	5	0	0	0	0	0	0	0
50515	Zederhaus	962	622	612	10	387	48	146	12	2	17	0	0	0	0	0	0	0
50599	Wahlkarten - Tamsweg	0	2709	2689	20	1302	398	454	224	22	269	8	12	0	0	0	0	0
50600	Zell am See	64160	49131	48457	674	24835	8549	6887	3493	521	3877	129	166	0	0	0	0	0
50601	Bramberg am Wildkogel	3173	2062	2033	29	1129	384	303	101	22	90	0	4	0	0	0	0	0
50602	Bruck an der Großglocknerstraße	3475	2175	2132	43	1127	375	328	139	24	130	4	5	0	0	0	0	0
50603	Dienten am Hochkönig	612	358	352	6	191	96	34	14	4	13	0	0	0	0	0	0	0
50604	Fusch an der Großglocknerstraße	538	372	366	6	243	48	36	15	3	21	0	0	0	0	0	0	0
50605	Hollersbach im Pinzgau	961	670	658	12	380	107	100	40	3	23	3	2	0	0	0	0	0
50606	Kaprun	2102	1320	1306	14	649	336	117	105	11	88	0	0	0	0	0	0	0
50607	Krimml	641	408	403	5	244	70	51	16	2	19	0	1	0	0	0	0	0
50608	Lend	1007	688	674	14	341	181	101	24	6	17	3	1	0	0	0	0	0
50609	Leogang	2463	1751	1731	20	1017	285	148	135	16	123	6	1	0	0	0	0	0
50610	Lofer	1512	957	938	19	543	87	136	74	11	82	1	4	0	0	0	0	0
50611	Maishofen	2645	1640	1616	24	895	216	216	117	24	136	4	8	0	0	0	0	0
50612	Maria Alm am Steinernen Meer	1571	1032	1021	11	663	107	128	68	7	45	1	2	0	0	0	0	0
50613	Mittersill	3907	2452	2419	33	1180	414	488	167	16	138	7	9	0	0	0	0	0
50614	Neukirchen am Großvenediger	2045	1153	1132	21	650	204	162	65	11	36	3	1	0	0	0	0	0
50615	Niedernsill	2119	1411	1380	31	697	244	262	88	11	76	2	0	0	0	0	0	0
50616	Piesendorf	2860	1744	1719	25	946	244	278	120	14	101	11	5	0	0	0	0	0
50617	Rauris	2425	1576	1555	21	942	208	244	79	12	62	5	3	0	0	0	0	0
50618	Saalbach-Hinterglemm	1992	1248	1234	14	862	88	147	86	13	36	0	2	0	0	0	0	0
50619	Saalfelden am Steinernen Meer	12029	7455	7358	97	3318	1493	1046	560	107	767	28	39	0	0	0	0	0
50620	Sankt Martin bei Lofer	875	598	592	6	332	99	58	40	8	52	2	1	0	0	0	0	0
50621	Stuhlfelden	1282	952	931	21	439	168	228	42	2	46	4	2	0	0	0	0	0
50622	Taxenbach	2116	1465	1451	14	754	263	267	76	15	67	5	4	0	0	0	0	0
50623	Unken	1425	984	966	18	490	114	229	56	4	65	4	4	0	0	0	0	0
50624	Uttendorf	2330	1402	1374	28	587	333	242	98	14	86	3	11	0	0	0	0	0
50625	Viehhofen	448	272	269	3	145	24	69	13	5	10	2	1	0	0	0	0	0
50626	Wald im Pinzgau	865	520	514	6	293	76	94	27	3	20	0	1	0	0	0	0	0
50627	Weißbach bei Lofer	308	219	216	3	137	26	25	11	2	13	0	2	0	0	0	0	0
50628	Zell am See	6434	3624	3571	53	1665	769	516	241	47	309	5	19	0	0	0	0	0
50699	Wahlkarten - Zell am See	0	8623	8546	77	3976	1490	834	876	104	1206	26	34	0	0	0	0	0
60000	Steiermark	965659	722189	715170	7019	278228	137494	131999	50754	12156	92799	8953	2787	0	0	0	0	0
60099	Wahlkarten - Steiermark (ungültig nicht zuordenbar)	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
6A000	Graz und Umgebung	317873	237796	236039	1757	76008	39701	34487	23219	5575	51718	4157	1174	0	0	0	0	0
6A099	Wahlkarten - Graz und Umgebung	0	2060	2051	9	450	228	174	354	78	731	23	13	0	0	0	0	0
6B000	Oststeiermark	217383	167087	165188	1899	79887	22422	35216	9013	1849	15157	1106	538	0	0	0	0	0
6B099	Wahlkarten - Oststeiermark	0	396	391	5	104	37	62	52	19	107	4	6	0	0	0	0	0
6C000	Weststeiermark	159101	116597	115404	1193	47916	22542	26124	6405	1475	9577	1008	357	0	0	0	0	0
6C099	Wahlkarten - Weststeiermark	0	288	288	0	97	44	35	34	10	60	5	3	0	0	0	0	0
6D000	Obersteiermark	271302	200706	198539	2167	74417	52829	36172	12117	3257	16347	2682	718	0	0	0	0	0
6D099	Wahlkarten - Obersteiermark	0	786	779	7	231	106	94	122	23	193	6	4	0	0	0	0	0
60100	Graz Stadt	196811	144095	143138	957	40705	23252	16921	15782	3936	38580	3174	788	0	0	0	0	0
60101	Graz	196811	109463	108646	817	31322	18502	14151	11006	3193	27372	2522	578	0	0	0	0	0
60199	Wahlkarten - Graz Stadt	0	34632	34492	140	9383	4750	2770	4776	743	11208	652	210	0	0	0	0	0
60300	Deutschlandsberg	50286	37108	36718	390	15246	7248	8067	2088	453	3221	292	103	0	0	0	0	0
60305	Frauental an der Laßnitz	2377	1308	1294	14	436	422	245	71	8	100	12	0	0	0	0	0	0
60318	Lannach	2842	1595	1582	13	674	262	334	118	23	157	5	9	0	0	0	0	0
60323	Pölfing-Brunn	1383	757	744	13	281	183	188	34	10	36	9	3	0	0	0	0	0
60324	Preding	1471	833	825	8	336	172	169	46	18	76	8	0	0	0	0	0	0
60326	Sankt Josef (Weststeiermark)	1288	887	875	12	379	153	157	70	5	98	11	2	0	0	0	0	0
60329	Sankt Peter im Sulmtal	1084	628	620	8	286	90	164	32	13	31	2	2	0	0	0	0	0
60341	Wettmannstätten	1342	852	840	12	406	110	213	42	8	57	3	1	0	0	0	0	0
60344	Deutschlandsberg	9381	4955	4907	48	1754	1244	951	296	72	525	49	16	0	0	0	0	0
60345	Eibiswald	5426	3141	3108	33	1317	653	811	130	39	135	18	5	0	0	0	0	0
60346	Groß Sankt Florian	3436	2035	2016	19	979	331	430	99	17	148	10	2	0	0	0	0	0
60347	Sankt Martin im Sulmtal	2610	1686	1662	24	802	271	426	62	21	68	11	1	0	0	0	0	0
60348	Sankt Stefan ob Stainz	2993	1943	1928	15	859	263	506	85	29	161	19	6	0	0	0	0	0
60349	Schwanberg	3836	2348	2322	26	959	532	551	112	21	135	9	3	0	0	0	0	0
60350	Stainz	7173	4166	4107	59	1825	567	978	234	40	417	35	11	0	0	0	0	0
60351	Wies	3644	2108	2088	20	898	439	536	84	18	99	12	2	0	0	0	0	0
60399	Wahlkarten - Deutschlandsberg	0	7866	7800	66	3055	1556	1408	573	111	978	79	40	0	0	0	0	0
60600	Graz-Umgebung	121062	91641	90850	791	34853	16221	17392	7083	1561	12407	960	373	0	0	0	0	0
60608	Feldkirchen bei Graz	4601	2633	2612	21	981	464	657	168	47	241	45	9	0	0	0	0	0
60611	Gössendorf	3041	1823	1809	14	629	326	477	139	35	177	19	7	0	0	0	0	0
60613	Gratkorn	6219	3538	3513	25	1030	945	884	224	49	323	43	15	0	0	0	0	0
60617	Hart bei Graz	4027	2314	2301	13	755	366	386	248	78	444	18	6	0	0	0	0	0
60618	Haselsdorf-Tobelbad	1212	713	710	3	254	186	148	48	6	58	8	2	0	0	0	0	0
60619	Hausmannstätten	2678	1688	1675	13	689	235	257	182	27	264	16	5	0	0	0	0	0
60623	Kainbach bei Graz	2317	1195	1180	15	508	161	136	108	37	205	21	4	0	0	0	0	0
60624	Kalsdorf bei Graz	5254	2860	2833	27	1078	580	601	199	50	285	27	13	0	0	0	0	0
60626	Kumberg	3088	1815	1796	19	766	218	271	154	26	334	21	6	0	0	0	0	0
60628	Laßnitzhöhe	2202	1252	1241	11	507	199	174	112	28	201	17	3	0	0	0	0	0
60629	Lieboch	4107	2333	2309	24	826	429	522	176	40	291	11	14	0	0	0	0	0
60632	Peggau	1726	1037	1027	10	352	245	238	53	17	102	14	6	0	0	0	0	0
60639	Sankt Bartholomä	1154	738	730	8	336	116	153	47	3	68	6	1	0	0	0	0	0
60641	Sankt Oswald bei Plankenwarth	1049	620	616	4	224	156	115	49	8	58	3	3	0	0	0	0	0
60642	Sankt Radegund bei Graz	1797	1024	1013	11	418	174	113	76	18	202	5	7	0	0	0	0	0
60645	Semriach	2578	1617	1592	25	804	173	382	74	22	125	9	3	0	0	0	0	0
60646	Stattegg	2365	1445	1437	8	542	173	202	161	29	311	19	0	0	0	0	0	0
60647	Stiwoll	598	374	369	5	166	83	70	14	2	26	7	1	0	0	0	0	0
60648	Thal	1795	1120	1110	10	467	188	143	89	22	193	6	2	0	0	0	0	0
60651	Übelbach	1679	980	969	11	417	221	204	43	17	60	6	1	0	0	0	0	0
60653	Vasoldsberg	3688	2189	2175	14	884	251	561	143	36	280	13	7	0	0	0	0	0
60654	Weinitzen	2147	1302	1296	6	562	149	225	101	23	214	19	3	0	0	0	0	0
60655	Werndorf	1764	1087	1075	12	400	251	255	53	11	88	13	4	0	0	0	0	0
60656	Wundschuh	1247	863	853	10	464	91	145	49	10	87	5	2	0	0	0	0	0
60659	Deutschfeistritz	3386	2097	2068	29	741	446	514	115	46	178	25	3	0	0	0	0	0
60660	Dobl-Zwaring	2717	1740	1723	17	838	156	424	106	27	150	15	7	0	0	0	0	0
60661	Eggersdorf bei Graz	5322	3391	3352	39	1474	460	634	221	56	466	31	10	0	0	0	0	0
60662	Fernitz-Mellach	3891	2482	2452	30	1008	351	556	192	47	271	17	10	0	0	0	0	0
60663	Frohnleiten	5451	3224	3189	35	1205	859	514	197	47	317	33	17	0	0	0	0	0
60664	Gratwein-Straßengel	10306	6431	6361	70	1987	1446	1256	477	105	981	82	27	0	0	0	0	0
60665	Hitzendorf	5808	3629	3608	21	1523	572	738	258	59	421	28	9	0	0	0	0	0
60666	Nestelbach bei Graz	2190	1266	1253	13	582	148	254	99	21	132	12	5	0	0	0	0	0
60667	Raaba-Grambach	3461	2221	2197	24	898	367	318	200	46	347	16	5	0	0	0	0	0
60668	Sankt Marein bei Graz	3035	1917	1895	22	892	208	382	111	30	251	16	5	0	0	0	0	0
60669	Seiersberg-Pirka	8444	5289	5253	36	1863	1010	1060	434	94	697	71	24	0	0	0	0	0
60670	Premstätten	4718	2625	2596	29	1097	390	546	185	40	301	30	7	0	0	0	0	0
60699	Wahlkarten - Graz-Umgebung	0	18769	18662	107	6686	3428	2877	1778	302	3258	213	120	0	0	0	0	0
61000	Leibnitz	66098	48163	47676	487	21379	8010	10855	2597	548	3819	327	141	0	0	0	0	0
61001	Allerheiligen bei Wildon	1224	782	766	16	425	85	129	48	6	68	3	2	0	0	0	0	0
61002	Arnfels	802	473	467	6	231	79	100	19	2	34	1	1	0	0	0	0	0
61007	Empersdorf	1154	776	767	9	368	91	177	38	9	65	12	7	0	0	0	0	0
61008	Gabersdorf	959	624	614	10	313	79	155	26	4	34	3	0	0	0	0	0	0
61012	Gralla	1928	1127	1113	14	399	268	272	54	20	83	11	6	0	0	0	0	0
